x,yhat,ensembl_gene_id,entrez,symbol,chr,start,end,strand,biotype,description
4.47625727607482,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
4.515759766330885,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
4.555262256586951,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
4.5947647468430155,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
4.634267237099081,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
4.673769727355146,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
4.713272217611212,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
4.752774707867276,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
4.792277198123342,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
4.831779688379407,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
4.8712821786354725,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
4.910784668891537,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
4.950287159147603,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
4.989789649403668,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
5.029292139659733,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
5.068794629915798,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
5.108297120171864,0.5928571428571429,ENSMUSG00000005716,19293,Pvalb,15,78075314,78090600,-1,protein_coding,parvalbumin
